0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10
ADAM9,852.0,933.0,715.0,733.0,964.0,819.0,700.0,840.0,563.0,936.0
ADAMDEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ADAMTS1,26504.0,52018.0,35152.0,22457.0,24102.0,44950.0,30954.0,3565.0,5166.0,23719.0
ADAMTS10,114.0,261.0,98.0,70.0,126.0,117.0,77.0,121.0,60.0,77.0
ADAMTS12,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0
ADAMTS13,13.0,66.0,6.0,17.0,16.0,16.0,4.0,10.0,9.0,6.0
ADAMTS14,8.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,3.0,4.0
ADAMTS15,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ADAMTS16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
ADAMTS17,7.0,34.0,7.0,6.0,4.0,12.0,11.0,10.0,8.0,15.0
ADAMTS18,71.0,30.0,185.0,33.0,81.0,18.0,18.0,23.0,0.0,11.0
ADAMTS19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS19-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,3.0,8.0,4.0,5.0,2.0,3.0,8.0,9.0,2.0,5.0
ADAMTS20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS3,30.0,43.0,42.0,50.0,40.0,26.0,28.0,23.0,8.0,28.0
ADAMTS4,32849.0,85922.0,25533.0,21499.0,13355.0,41045.0,25612.0,5863.0,3565.0,22247.0
ADAMTS5,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ADAMTS6,71.0,96.0,119.0,111.0,88.0,59.0,39.0,231.0,52.0,42.0
ADAMTS7,36.0,100.0,43.0,30.0,115.0,47.0,34.0,114.0,64.0,56.0
ADAMTS7P1,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0
ADAMTS8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ADAMTS9,3209.0,3122.0,1662.0,5218.0,781.0,2394.0,1928.0,1715.0,121.0,489.0
ADAMTS9-AS1,183.0,947.0,233.0,1480.0,83.0,596.0,548.0,138.0,5.0,56.0
ADAMTS9-AS2,157.0,298.0,203.0,215.0,191.0,198.0,204.0,233.0,110.0,146.0
ADAMTSL1,365.0,315.0,57.0,76.0,42.0,242.0,421.0,97.0,92.0,411.0
ADAMTSL2,55.0,83.0,39.0,27.0,80.0,80.0,32.0,46.0,32.0,18.0
ADAMTSL3,50.0,87.0,7.0,5.0,2.0,54.0,28.0,43.0,45.0,69.0
ADAMTSL4,38.0,127.0,60.0,94.0,64.0,79.0,57.0,179.0,29.0,58.0
ADAMTSL4-AS1,22.0,40.0,36.0,31.0,24.0,36.0,19.0,52.0,15.0,14.0
ADAMTSL5,7.0,21.0,26.0,31.0,22.0,22.0,24.0,40.0,10.0,10.0
ADAP1,2.0,15.0,1.0,1.0,1.0,3.0,4.0,2.0,16.0,5.0
ADAP2,20.0,10.0,4.0,21.0,6.0,13.0,11.0,18.0,14.0,11.0
ADAR,2501.0,6254.0,3011.0,2865.0,3197.0,3671.0,3165.0,1884.0,1807.0,3325.0
ADARB1,732.0,1560.0,819.0,404.0,789.0,942.0,784.0,402.0,521.0,709.0
ADARB2,5.0,17.0,8.0,18.0,7.0,14.0,16.0,20.0,4.0,4.0
ADARB2-AS1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAT1,229.0,533.0,346.0,309.0,310.0,316.0,277.0,223.0,169.0,321.0
ADAT2,174.0,310.0,186.0,255.0,157.0,167.0,207.0,230.0,171.0,179.0
ADAT3,66.0,120.0,56.0,39.0,61.0,69.0,61.0,61.0,79.0,47.0
ADCK1,29.0,137.0,70.0,31.0,74.0,60.0,28.0,35.0,67.0,51.0
ADCK2,288.0,206.0,248.0,214.0,341.0,317.0,253.0,81.0,430.0,190.0
ADCK3,1176.0,2436.0,845.0,645.0,1275.0,852.0,886.0,461.0,1607.0,1443.0
ADCK4,247.0,603.0,193.0,96.0,160.0,375.0,183.0,68.0,212.0,171.0
ADCK5,72.0,213.0,100.0,53.0,73.0,84.0,63.0,44.0,101.0,72.0
ADCY1,13.0,16.0,13.0,14.0,12.0,14.0,18.0,35.0,4.0,10.0
ADCY10,2.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,1.0,1.0
ADCY10P1,44.0,27.0,13.0,28.0,7.0,51.0,30.0,41.0,19.0,25.0
ADCY2,58.0,14.0,19.0,24.0,7.0,44.0,57.0,30.0,39.0,58.0
ADCY3,67.0,26.0,15.0,5.0,33.0,36.0,29.0,6.0,121.0,88.0
ADCY4,4827.0,10801.0,5236.0,4000.0,5780.0,8131.0,4414.0,3759.0,3167.0,3421.0
ADCY5,8.0,10.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0
ADCY6,112.0,242.0,116.0,97.0,108.0,196.0,124.0,102.0,83.0,151.0
ADCY7,23.0,12.0,6.0,17.0,9.0,24.0,27.0,14.0,10.0,13.0
ADCY8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY9,101.0,382.0,125.0,131.0,195.0,204.0,224.0,168.0,142.0,203.0
ADCYAP1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ADCYAP1R1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
ADD1,1757.0,3405.0,2987.0,1227.0,2556.0,2636.0,1695.0,1177.0,1891.0,2313.0
ADD2,175.0,359.0,241.0,85.0,116.0,234.0,126.0,102.0,138.0,148.0
ADD3,1363.0,1402.0,996.0,838.0,872.0,1429.0,1440.0,1199.0,1044.0,1720.0
ADD3-AS1,6.0,0.0,11.0,2.0,3.0,5.0,14.0,2.0,8.0,2.0
ADGB,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ADGRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA2,341.0,2238.0,1080.0,717.0,947.0,1416.0,954.0,302.0,504.0,805.0
ADGRA3,29.0,0.0,4.0,1.0,3.0,15.0,28.0,6.0,24.0,46.0
ADGRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRB2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0
ADGRB3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
ADGRD1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ADGRE2,21.0,44.0,9.0,20.0,6.0,27.0,37.0,23.0,9.0,27.0
ADGRE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE4P,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ADGRE5,69.0,67.0,85.0,19.0,54.0,43.0,54.0,36.0,80.0,89.0
ADGRF1,11.0,11.0,12.0,27.0,7.0,13.0,14.0,13.0,5.0,13.0
ADGRF2,25.0,4.0,0.0,11.0,5.0,4.0,11.0,13.0,6.0,6.0
ADGRF3,4.0,35.0,10.0,21.0,10.0,16.0,18.0,29.0,17.0,18.0
ADGRF4,76.0,0.0,7.0,0.0,0.0,15.0,33.0,27.0,59.0,84.0
ADGRF5,3377.0,3989.0,1241.0,1030.0,1741.0,3312.0,2546.0,2013.0,3576.0,3011.0
ADGRG1,3200.0,2799.0,786.0,1012.0,1036.0,2587.0,1391.0,1670.0,858.0,1386.0
ADGRG2,9.0,9.0,22.0,16.0,21.0,13.0,11.0,18.0,12.0,14.0
ADGRG3,16.0,10.0,1.0,6.0,3.0,6.0,8.0,0.0,3.0,2.0
ADGRG4,4.0,5.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0
ADGRG5,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
ADGRG6,320.0,457.0,835.0,743.0,606.0,207.0,218.0,460.0,187.0,485.0
ADGRG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL1,58.0,157.0,110.0,76.0,88.0,108.0,77.0,73.0,55.0,73.0
ADGRL2,722.0,1572.0,929.0,679.0,1246.0,1238.0,1011.0,889.0,754.0,1549.0
ADGRL3,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0
ADGRL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,15003.0,22275.0,21505.0,12177.0,18169.0,14231.0,17267.0,10560.0,22596.0,20494.0
ADGRV1,11.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,23.0,19.0
ADH1A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ADH1B,0.0,12.0,0.0,2.0,0.0,2.0,2.0,1.0,14.0,4.0
ADH1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH4,9.0,20.0,16.0,45.0,11.0,30.0,15.0,48.0,8.0,17.0
ADH5,1068.0,2360.0,2545.0,868.0,2051.0,1309.0,1422.0,686.0,2828.0,1962.0
ADH6,9.0,0.0,2.0,1.0,3.0,4.0,5.0,0.0,18.0,2.0
ADH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
ADHFE1,152.0,206.0,174.0,127.0,123.0,170.0,159.0,73.0,150.0,104.0
ADI1,563.0,1318.0,1257.0,671.0,1123.0,881.0,856.0,560.0,1505.0,1041.0
ADIG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,34.0,35.0,33.0,52.0,26.0,32.0,29.0,62.0,20.0,17.0
ADIPOQ-AS1,10.0,26.0,10.0,46.0,10.0,31.0,11.0,43.0,6.0,16.0
ADIPOR1,2463.0,2839.0,2560.0,1427.0,2323.0,1977.0,2040.0,1290.0,2624.0,2462.0
ADIPOR2,136.0,253.0,163.0,196.0,125.0,249.0,158.0,360.0,295.0,192.0
ADIRF,9622.0,16235.0,18397.0,4488.0,11306.0,10505.0,7221.0,5396.0,11759.0,6100.0
ADK,518.0,507.0,520.0,251.0,296.0,382.0,456.0,289.0,714.0,676.0
ADM,1842.0,496.0,433.0,280.0,1159.0,415.0,434.0,947.0,494.0,207.0
ADM2,41.0,23.0,14.0,23.0,16.0,18.0,23.0,169.0,11.0,23.0
ADM5,934.0,1288.0,1682.0,610.0,1437.0,1057.0,649.0,779.0,2085.0,663.0
ADNP,428.0,573.0,328.0,328.0,342.0,402.0,475.0,615.0,282.0,421.0
ADNP-AS1,17.0,2.0,20.0,17.0,16.0,16.0,13.0,13.0,19.0,22.0
ADNP2,531.0,1053.0,314.0,495.0,358.0,445.0,487.0,766.0,251.0,410.0
ADO,51.0,152.0,147.0,61.0,109.0,117.0,140.0,71.0,164.0,267.0
ADORA1,2.0,19.0,1.0,0.0,0.0,9.0,14.0,0.0,8.0,20.0
ADORA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADORA2A-AS1,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0
ADORA2B,132.0,31.0,38.0,7.0,15.0,57.0,47.0,27.0,85.0,129.0
ADORA3,4.0,0.0,17.0,5.0,11.0,5.0,11.0,2.0,8.0,0.0
ADPGK,514.0,803.0,724.0,481.0,913.0,743.0,637.0,412.0,826.0,794.0
ADPGK-AS1,8.0,5.0,6.0,6.0,8.0,6.0,8.0,6.0,1.0,2.0
ADPRH,455.0,1203.0,670.0,402.0,542.0,754.0,626.0,330.0,827.0,800.0
ADPRHL1,19.0,0.0,11.0,5.0,19.0,13.0,6.0,8.0,50.0,16.0
ADPRHL2,124.0,381.0,333.0,193.0,247.0,248.0,209.0,104.0,369.0,203.0
ADPRM,61.0,131.0,191.0,96.0,128.0,106.0,95.0,108.0,262.0,156.0
ADRA1A,9.0,16.0,5.0,20.0,4.0,10.0,16.0,18.0,4.0,6.0
ADRA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ADRA2A,5.0,0.0,3.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0
ADRA2B,10.0,0.0,2.0,24.0,1.0,1.0,4.0,0.0,11.0,1.0
ADRA2C,15.0,58.0,55.0,15.0,16.0,10.0,13.0,37.0,54.0,8.0
ADRB1,9.0,0.0,0.0,5.0,1.0,3.0,1.0,7.0,2.0,2.0
ADRB2,4099.0,2821.0,1339.0,1165.0,1637.0,1747.0,2397.0,1760.0,2488.0,1757.0
ADRB3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRBK1,928.0,2187.0,711.0,269.0,550.0,757.0,877.0,507.0,844.0,530.0
ADRBK2,43.0,49.0,38.0,54.0,23.0,43.0,59.0,28.0,45.0,60.0
ADRM1,1485.0,1878.0,1760.0,688.0,1368.0,1302.0,1028.0,284.0,1306.0,965.0
ADSL,517.0,637.0,724.0,307.0,429.0,466.0,414.0,100.0,867.0,486.0
ADSS,633.0,804.0,1026.0,807.0,802.0,755.0,836.0,690.0,1089.0,960.0
ADSSL1,103.0,170.0,146.0,150.0,102.0,126.0,127.0,68.0,152.0,141.0
ADTRP,29.0,0.0,2.0,6.0,5.0,3.0,5.0,9.0,22.0,16.0
AEBP1,52.0,88.0,3.0,8.0,5.0,32.0,41.0,91.0,33.0,63.0
AEBP2,507.0,482.0,448.0,357.0,403.0,382.0,457.0,390.0,340.0,638.0
AEN,733.0,942.0,483.0,438.0,262.0,541.0,422.0,247.0,220.0,458.0
AES,715.0,938.0,820.0,396.0,626.0,679.0,419.0,603.0,763.0,575.0
AFAP1,751.0,1577.0,988.0,877.0,1095.0,1000.0,681.0,468.0,465.0,779.0
AFAP1-AS1,15.0,35.0,8.0,41.0,32.0,30.0,21.0,29.0,5.0,8.0
AFAP1L1,969.0,2383.0,1415.0,669.0,1905.0,1472.0,1184.0,564.0,1283.0,1142.0
AFAP1L2,1710.0,2762.0,1486.0,685.0,1365.0,2399.0,1487.0,608.0,2115.0,2725.0
AFF1,1175.0,3277.0,2278.0,1930.0,1773.0,2393.0,1966.0,2154.0,1385.0,2745.0
AFF2,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,10.0
AFF3,58.0,143.0,67.0,137.0,74.0,110.0,89.0,134.0,39.0,68.0
AFF4,1306.0,2859.0,1667.0,2477.0,1274.0,1908.0,1913.0,2776.0,664.0,1624.0
AFG3L1P,114.0,116.0,110.0,110.0,123.0,151.0,99.0,69.0,92.0,106.0
AFG3L2,839.0,977.0,593.0,291.0,488.0,356.0,490.0,325.0,667.0,613.0
AFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
AFMID,99.0,256.0,210.0,156.0,124.0,190.0,138.0,175.0,244.0,199.0
AFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFTPH,1284.0,637.0,579.0,529.0,545.0,795.0,805.0,602.0,455.0,760.0
AGA,175.0,125.0,427.0,108.0,238.0,178.0,204.0,187.0,447.0,244.0
AGAP1,98.0,137.0,64.0,60.0,62.0,76.0,93.0,116.0,54.0,60.0
AGAP1-IT1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0
AGAP11,1145.0,2124.0,623.0,703.0,1043.0,1459.0,993.0,505.0,721.0,789.0
AGAP2,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
AGAP2-AS1,80.0,47.0,186.0,80.0,128.0,97.0,45.0,89.0,112.0,59.0
AGAP3,850.0,960.0,273.0,199.0,256.0,533.0,390.0,569.0,326.0,333.0
AGAP4,165.0,128.0,153.0,105.0,120.0,197.0,84.0,144.0,115.0,103.0
AGAP5,25.0,50.0,41.0,30.0,53.0,27.0,35.0,89.0,30.0,16.0
AGAP6,264.0,191.0,107.0,81.0,96.0,125.0,120.0,130.0,102.0,84.0
AGAP7P,23.0,0.0,9.0,8.0,0.0,4.0,15.0,0.0,10.0,0.0
AGAP9,49.0,133.0,70.0,130.0,109.0,44.0,36.0,47.0,83.0,31.0
AGBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL2,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,2.0
AGBL3,21.0,76.0,65.0,42.0,60.0,46.0,43.0,85.0,56.0,57.0
AGBL4,4.0,3.0,0.0,2.0,3.0,0.0,7.0,3.0,2.0,1.0
AGBL4-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5,257.0,427.0,273.0,147.0,334.0,223.0,265.0,86.0,413.0,271.0
AGBL5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGER,21.0,10.0,27.0,25.0,18.0,17.0,23.0,24.0,21.0,19.0
AGFG1,994.0,1154.0,970.0,655.0,596.0,917.0,943.0,608.0,655.0,857.0
AGFG2,405.0,784.0,396.0,200.0,468.0,481.0,350.0,393.0,804.0,579.0
AGGF1,549.0,680.0,835.0,379.0,473.0,583.0,596.0,466.0,786.0,869.0
AGK,559.0,611.0,598.0,334.0,484.0,442.0,471.0,235.0,597.0,545.0
AGL,253.0,376.0,408.0,281.0,370.0,376.0,338.0,274.0,320.0,484.0
AGMAT,16.0,61.0,32.0,78.0,23.0,27.0,47.0,61.0,15.0,20.0
AGMO,84.0,93.0,125.0,159.0,58.0,107.0,130.0,156.0,105.0,110.0
AGO1,226.0,308.0,216.0,157.0,216.0,262.0,240.0,90.0,204.0,356.0
AGO2,278.0,305.0,210.0,189.0,242.0,329.0,166.0,209.0,153.0,191.0
AGO3,347.0,650.0,334.0,274.0,303.0,441.0,393.0,225.0,178.0,301.0
AGO4,177.0,433.0,188.0,196.0,309.0,323.0,246.0,195.0,277.0,407.0
AGPAT1,202.0,219.0,281.0,166.0,215.0,191.0,161.0,229.0,191.0,199.0
AGPAT2,620.0,1098.0,2115.0,709.0,1018.0,1297.0,688.0,632.0,1194.0,785.0
AGPAT3,287.0,445.0,291.0,173.0,306.0,315.0,157.0,136.0,152.0,220.0
AGPAT4,334.0,295.0,249.0,216.0,248.0,315.0,235.0,186.0,186.0,165.0
AGPAT4-IT1,60.0,45.0,27.0,39.0,24.0,52.0,40.0,40.0,4.0,19.0
AGPAT5,489.0,760.0,760.0,565.0,830.0,794.0,763.0,349.0,1080.0,1448.0
AGPS,552.0,410.0,555.0,308.0,471.0,501.0,540.0,143.0,506.0,677.0
AGR2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0
AGR3,13.0,0.0,0.0,0.0,0.0,29.0,8.0,0.0,31.0,19.0
AGRN,100.0,402.0,325.0,160.0,417.0,392.0,109.0,202.0,79.0,276.0
AGRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AGTPBP1,524.0,726.0,388.0,364.0,412.0,451.0,395.0,234.0,404.0,467.0
AGTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,470.0,883.0,1018.0,582.0,703.0,691.0,436.0,680.0,1042.0,549.0
AGXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGXT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCTF1,772.0,1756.0,632.0,872.0,975.0,1524.0,1030.0,791.0,721.0,1428.0
AHCTF1P1,10.0,5.0,0.0,8.0,12.0,0.0,2.0,3.0,5.0,13.0
AHCY,292.0,426.0,485.0,199.0,413.0,454.0,293.0,98.0,806.0,564.0
AHCYL1,1283.0,1456.0,1253.0,747.0,1283.0,1262.0,1151.0,946.0,1075.0,1506.0
AHCYL2,366.0,475.0,325.0,311.0,354.0,391.0,390.0,289.0,321.0,562.0
AHDC1,83.0,131.0,65.0,36.0,94.0,101.0,68.0,97.0,52.0,73.0
AHI1,890.0,1345.0,623.0,986.0,488.0,655.0,722.0,1092.0,445.0,402.0
AHNAK,8589.0,20621.0,9425.0,7105.0,13958.0,17501.0,11532.0,3575.0,4191.0,14186.0
AHNAK2,1356.0,1653.0,1646.0,586.0,1059.0,1883.0,1077.0,257.0,591.0,1934.0
AHR,5805.0,7671.0,6798.0,4974.0,8239.0,6087.0,8189.0,6115.0,4170.0,8096.0
AHRR,163.0,664.0,41.0,81.0,122.0,295.0,312.0,217.0,254.0,225.0
AHSA1,819.0,1310.0,1368.0,738.0,988.0,1070.0,765.0,652.0,1434.0,1071.0
AHSA2,354.0,495.0,180.0,219.0,185.0,454.0,303.0,509.0,393.0,218.0
AHSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHSP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AICDA,6.0,27.0,12.0,25.0,9.0,21.0,9.0,26.0,3.0,7.0
AIDA,586.0,859.0,1085.0,603.0,827.0,832.0,732.0,611.0,1015.0,1225.0
AIF1,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,8.0,3.0
AIF1L,58.0,312.0,399.0,143.0,290.0,392.0,200.0,35.0,174.0,270.0
AIFM1,422.0,450.0,682.0,415.0,379.0,588.0,491.0,314.0,487.0,482.0
AIFM2,41.0,86.0,69.0,71.0,58.0,80.0,77.0,109.0,61.0,60.0
AIFM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
AIG1,361.0,378.0,642.0,253.0,377.0,356.0,377.0,257.0,632.0,479.0
AIM1,583.0,851.0,756.0,536.0,647.0,587.0,757.0,833.0,504.0,757.0
AIM1L,164.0,24.0,4.0,3.0,0.0,19.0,18.0,14.0,14.0,46.0
AIM2,65.0,150.0,227.0,80.0,105.0,93.0,66.0,47.0,145.0,102.0
AIMP1,610.0,678.0,860.0,479.0,421.0,480.0,486.0,463.0,701.0,580.0
AIMP2,145.0,268.0,429.0,128.0,201.0,178.0,154.0,56.0,519.0,207.0
AIP,535.0,499.0,945.0,387.0,676.0,511.0,445.0,332.0,877.0,456.0
AIPL1,8.0,24.0,7.0,30.0,12.0,16.0,13.0,30.0,1.0,10.0
AIRE,5.0,9.0,2.0,12.0,2.0,1.0,1.0,10.0,3.0,4.0
AIRN,0.0,2.0,0.0,6.0,1.0,6.0,3.0,19.0,0.0,2.0
AJAP1,134.0,83.0,70.0,22.0,120.0,114.0,81.0,17.0,130.0,103.0
AJUBA,78.0,32.0,29.0,29.0,46.0,61.0,113.0,46.0,100.0,133.0
AK1,770.0,800.0,850.0,450.0,789.0,758.0,603.0,475.0,538.0,446.0
AK2,2222.0,2731.0,3224.0,1488.0,2303.0,2321.0,2232.0,1146.0,2963.0,2502.0
AK3,2595.0,2397.0,2437.0,1478.0,1866.0,1790.0,2361.0,1736.0,2799.0,2741.0
AK4,1078.0,1694.0,1409.0,912.0,1660.0,1467.0,1656.0,844.0,1295.0,1755.0
AK5,3.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,2.0
AK6,638.0,570.0,912.0,355.0,387.0,482.0,677.0,340.0,925.0,728.0
AK7,248.0,292.0,172.0,141.0,194.0,150.0,166.0,33.0,213.0,166.0
AK8,7.0,1.0,21.0,12.0,15.0,22.0,14.0,9.0,25.0,9.0
AK9,146.0,180.0,295.0,130.0,165.0,222.0,186.0,178.0,192.0,201.0
AKAP1,500.0,1040.0,812.0,497.0,864.0,768.0,619.0,366.0,765.0,703.0
AKAP10,408.0,557.0,430.0,294.0,512.0,472.0,407.0,231.0,631.0,565.0
AKAP11,156.0,499.0,619.0,542.0,360.0,428.0,458.0,480.0,289.0,525.0
AKAP12,2553.0,6245.0,2563.0,2929.0,1093.0,1551.0,1595.0,2959.0,289.0,1073.0
AKAP13,5126.0,9173.0,4798.0,5015.0,3238.0,7336.0,5102.0,5191.0,2206.0,4400.0
AKAP14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
AKAP17A,1302.0,2065.0,907.0,692.0,1683.0,1048.0,852.0,1085.0,1026.0,922.0
AKAP2,13265.0,27001.0,11522.0,8817.0,10466.0,14680.0,12529.0,6256.0,6287.0,11054.0
AKAP3,0.0,79.0,2.0,4.0,2.0,9.0,6.0,1.0,1.0,16.0
AKAP4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
AKAP5,23.0,38.0,15.0,29.0,25.0,33.0,31.0,64.0,22.0,21.0
AKAP6,7.0,37.0,7.0,17.0,12.0,37.0,21.0,5.0,13.0,46.0
AKAP7,58.0,120.0,99.0,44.0,80.0,100.0,78.0,55.0,137.0,92.0
AKAP8,1272.0,2028.0,753.0,449.0,647.0,1110.0,908.0,426.0,761.0,863.0
AKAP8L,1015.0,1295.0,918.0,608.0,996.0,897.0,785.0,382.0,938.0,713.0
AKAP9,1654.0,3398.0,2380.0,2054.0,1807.0,2152.0,2024.0,2932.0,1010.0,1940.0
AKIP1,222.0,359.0,517.0,267.0,308.0,259.0,245.0,165.0,410.0,296.0
AKIRIN1,2058.0,2993.0,1814.0,1168.0,980.0,1847.0,2083.0,971.0,1409.0,2183.0
AKIRIN2,956.0,900.0,790.0,507.0,774.0,751.0,719.0,544.0,883.0,768.0
AKNA,179.0,635.0,297.0,246.0,196.0,460.0,290.0,257.0,196.0,226.0
AKNAD1,32.0,14.0,12.0,10.0,11.0,18.0,11.0,45.0,9.0,8.0
AKR1A1,786.0,1192.0,1904.0,584.0,1045.0,999.0,708.0,541.0,1707.0,1159.0
AKR1B1,324.0,551.0,563.0,257.0,121.0,338.0,399.0,292.0,685.0,361.0
AKR1B10,34.0,11.0,12.0,14.0,0.0,7.0,16.0,20.0,12.0,20.0
AKR1B15,8.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,1.0
AKR1C1,144.0,697.0,949.0,1036.0,1373.0,1639.0,811.0,302.0,1143.0,1389.0
AKR1C2,89.0,330.0,377.0,665.0,841.0,630.0,225.0,137.0,472.0,713.0
AKR1C3,1855.0,3144.0,5250.0,2322.0,3381.0,4002.0,3575.0,765.0,5779.0,4353.0
AKR1C4,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
AKR1C6P,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
AKR1C8P,0.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,1.0
AKR1D1,8.0,10.0,10.0,12.0,8.0,15.0,5.0,15.0,3.0,5.0
AKR1E2,59.0,63.0,33.0,38.0,39.0,34.0,19.0,71.0,29.0,35.0
AKR7A2,358.0,678.0,766.0,387.0,556.0,480.0,363.0,320.0,720.0,402.0
AKR7A2P1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
AKR7A3,9.0,8.0,7.0,1.0,7.0,10.0,5.0,3.0,3.0,7.0
